ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621248321246621696,2023-02-03_05:44:55,"RT @hakuikoyori: とととととと凍結祭り！？？？？

まままま待って
こわいトレンドやめなああああああああ
こより、凍ってない！？？？
凍ってないよね？？？？？！！！！！

(デビューから10分で凍結され約2週間カチンコチンだった女) https://t.co/T…",0,847,137629524,snow1tree,すのー♪＠すのつりー,すのー♪とかすのつりーとか(^^)　https://t.co/lQqoTrfkVm  やってるゲーム：あつ森　PCマイクラ　PS4；GTA5、FF15、DQ11,1088,1059,2010-04-27_17:30:36,False,http://pbs.twimg.com/profile_images/542145194536091648/rq_r_6oN_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/JI91c4TD9c
1621248314867085312,2023-02-03_05:44:54,朝起きたらTwitterで凍結祭りしまくってるらしい,0,0,130215450,tasanm2,ゆんゆんちゃん＠,"A☆Happy lab.mem💙
ゆんゆんでちゅ。3兄弟のぱぱ。おでんの具は何が好きですか？",1546,867,2010-04-07_02:24:29,False,http://pbs.twimg.com/profile_images/1072235401790681088/AXHNd-AM_normal.jpg,http://abs.twimg.com/images/themes/theme3/bg.gif,https://t.co/y4v5IkiCI2
1621248299478159360,2023-02-03_05:44:50,"凍結祭りってなんなのよ
平和な頃のついったくんに戻ってください",1,0,552600191,kamotomisaki,やない,"成人済み
刀剣乱舞、信長と蘭丸、鈴木拡樹さんがたまらなく大好きです。酒クズ。双極。何でも呟きます。フォローも解除もお気軽に。
いいな！と思ったら無言フォロー＆無言フォロバさせていただきます。すいません。えっちなおねぇさんはブロックブロック！！",262,122,2012-04-13_19:52:34,False,http://pbs.twimg.com/profile_images/1400041489464401924/gyX9nxi7_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621248288912715778,2023-02-03_05:44:48,"凍結祭りみたいやな〜・・・エロ垢全部無くなりゃ良いけど（多分1人から芋蔓式に出る）
フォロワーさん2人されてる（理由は不明）
戻ってきたらまたフォローし直すけど。
まー日本法人何考えているのか分からんけどマスクもそうだけど日本法人社員も刃牙と勇次郎の家みたいにされそう。",0,0,1326467376737443840,otakkun_cos,おたっくん,"昭和生♂,💉×4済,たまにレイヤー,R団入団希望&key作品,まどマギ他色々like。呼びタメ👌,お別れはBせずにB解で。icon:@syou_syan ツイプロ:https://t.co/Thx8T60X3F",147,133,2020-11-11_19:11:00,False,http://pbs.twimg.com/profile_images/1326467521604546560/b8C7u9Ry_normal.jpg,,
1621248287067222016,2023-02-03_05:44:47,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,137629524,snow1tree,すのー♪＠すのつりー,すのー♪とかすのつりーとか(^^)　https://t.co/lQqoTrfkVm  やってるゲーム：あつ森　PCマイクラ　PS4；GTA5、FF15、DQ11,1088,1059,2010-04-27_17:30:36,False,http://pbs.twimg.com/profile_images/542145194536091648/rq_r_6oN_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/JI91c4TD9c
1621248281694334976,2023-02-03_05:44:46,最近スパムDM多くなった印象があったんだけど、凍結祭りもそれの影響で行われているものだったりするのかな,7,0,1510315831707652099,Emile_apple,🍎エーミール🦋,君を絶対に救う人類救済魔法少女エーミールです🍎🦋 教会暮らし、男です。ﾌｫﾛｰ外🔕 Razzプロダクション所属バーチャルライバー。Youtube準備中。 @Le_Salut_,145,715,2022-04-03_02:58:58,False,http://pbs.twimg.com/profile_images/1617784331539447810/ws_rcwwu_normal.jpg,,https://t.co/BIWdVMc1UL
1621248272156459008,2023-02-03_05:44:44,"凍結祭りなの！？
判定厳しすぎんか",0,0,119061241,irian_TB,いりあん,"成人済雑食気味夢女。
刀剣乱舞／型月作品／タイバニ／セキセイインコ／モルカー／ゼルダブレワイ／水星の魔女／グルメ
共通趣味のある方はお気軽に。
他自己紹介やpixiv作品へのURL等はツイフィにて",350,225,2010-03-03_00:10:49,False,http://pbs.twimg.com/profile_images/1447879887398719495/tFj-lzMX_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/wM0xbTOk6I
1621248267471421440,2023-02-03_05:44:42,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,1067496270443368448,sushitenko,スシテンコ@俺一人取り残すSDGs,ただの匿名趣味アカウントです。本アカウントでは、仕事やネット活動に関する相談や依頼は原則受け付けておりません。,1909,2105,2018-11-28_04:11:58,False,http://pbs.twimg.com/profile_images/1603583021319589890/-_fl8zWs_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/jcA5GlAYBe
1621248263012892672,2023-02-03_05:44:41,1時間ごとにフォロワーがごそっと減ってるのはみなさん凍結祭りに巻き込まれているのでしょうか…。私もいつ巻き込まれるかと不穏なので、もしお知らせとかイラスト系見たくてフォローしてくださってる方はpixiv FANBOX、猫や動画写真系はInstagramの方をフォローしておいて頂けると嬉しいです😭,88,4,119444466,tennohji,天王寺ミオ,BL漫画家、2023年3月9日に「ビッチな猫は甘噛みにみだれる」発売決定！糖尿病のソルトとシニアに入った小麦、まだまだヤングなあんこの三猫のツイートもします。お仕事や問い合わせはこちらへtennohji_mio00@yahoo.co.jp,317,37265,2010-03-04_02:33:52,False,http://pbs.twimg.com/profile_images/1454789600481013760/hlYVeP4k_normal.jpg,http://abs.twimg.com/images/themes/theme13/bg.gif,https://t.co/lKTHSKl9lc
1621248259707781121,2023-02-03_05:44:41,"おはようございます。
凍結祭りとは怖いですね……",6,0,1120331257110351872,murotachi,室太刀 樹（たつる）,小説家になろう・カクヨムにて小説を投稿しています。『テンタイカンソク 〜星の子のVtuberたち』『先輩。もう一度、魔女に恋してみませんか？』ほか。アイコン：ほしのるる(@ruruhoshino)様、ヘッダー：とくまろ(@tokumaro)様より頂きました！,2211,379,2019-04-22_23:19:21,False,http://pbs.twimg.com/profile_images/1556362898322370560/Xe7S6RSY_normal.jpg,,
1621248258206232576,2023-02-03_05:44:40,未だかつて無い規模の凍結祭りじゃないこれ…,5,0,15944963,44yoooo,４４+🦞,ぱっとしない 別垢→@y44yoooo    ほしいもの→ https://t.co/x1qLZjHDfH   Ci-en→ https://t.co/lTpx5gvcNc FANBOX→ https://t.co/qewUDxfTb2 skeb→https://t.co/0dGh0TTeNF,239,4355,2008-08-22_22:59:07,False,http://pbs.twimg.com/profile_images/1572186549122658305/XsJjKZCW_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621248257820332032,2023-02-03_05:44:40,"RT @melody_presents: 「フォロワー増えてきたから、凍結祭りのえじきになりたくない、怖い、ぴえん、、、🥹」と思っているそこのあなた！！

どんな人が凍結されているのかを、まとめてもらったので一緒に気をつけましょう👌

#凍結 #凍結防止 #凍結祭り https…",0,4330,2170395056,hanahou__,はながら,いい年でユーリを見てオタクになりました。ヴィ推し。30↑成人済み。腐も嗜みます。ツイ廃ミーハー雑多垢。刀剣は活撃出審神者 村正最推。刀ミュの虜。FGOは2018元旦〜。ツイステはシルバー最推🐉寮好き。ハチワレ！！！猫様。取引完了後こちらはそのままにしがちなので適宜ブロ解お願いします。腸最弱。,1202,254,2013-11-02_23:54:33,False,http://pbs.twimg.com/profile_images/1578672427038478337/GrgBnZ-F_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621248255899365376,2023-02-03_05:44:40,"RT @melody_presents: 「フォロワー増えてきたから、凍結祭りのえじきになりたくない、怖い、ぴえん、、、🥹」と思っているそこのあなた！！

どんな人が凍結されているのかを、まとめてもらったので一緒に気をつけましょう👌

#凍結 #凍結防止 #凍結祭り https…",0,4330,6343092,STARexp,スターエクスプレス🌠,(Blue加入中💙)頑張ることは素敵だと思うんだけど、頑張りすぎないでね、なんて思ったり。 ／ ニュース系ツイ→ @STARexp3 ／すき→ 一翔剣⚔️ 加賀地結ビ だいふくさん 周防珠樹🌱 てんぱりんこ #ナイセン団 ラジオ etc & これからも 🌱🤝・📗✎・🌟🌸 #スクメロ etc(敬称略),3832,2953,2007-05-27_00:42:01,False,http://pbs.twimg.com/profile_images/1336303055172558848/rKm_PiUZ_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/1jhBh5UyHA
1621248252720062464,2023-02-03_05:44:39,アカウント凍結祭りって何やねんこっわ,4,0,1427396358059659266,Asmin3412,Cφt/しーふぁいと@灯火の奏者,"🧪/💧🐝/⚔️/🧁໒꒱· ﾟ  を始めとしてVTuberの方々を多数推しています。
#助手の集い
音ゲー(Phigros、太鼓など)、野球ゲー(パワプロ)、架空鉄道の制作などをよくやってます。
どうでもいいツイートばっかしてるけどそれでも良ければ絡みほしいです。タメ大歓迎。
@teamMeteore 所属",952,598,2021-08-17_07:26:39,False,http://pbs.twimg.com/profile_images/1444600052047958021/eI3fwYDg_normal.jpg,,
1621248250295779328,2023-02-03_05:44:38,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,129202164,maysakazaki,さかざき鳴,療養中…昭和生まれのオタク。／現在ドラヒナ贔屓な吸死HL沼／松／🐴／えふご／チェンソーマンも好き。ﾏｼﾏﾛやぽいぴくはリンク先です。,273,3163,2010-04-03_23:16:03,False,http://pbs.twimg.com/profile_images/1621074670257840128/wgU9LD7E_normal.png,http://abs.twimg.com/images/themes/theme13/bg.gif,https://t.co/L7cSaJICKW
1621248242406260736,2023-02-03_05:44:36,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,2792829631,hananomomomi,ハナモミ＠ふぁぼりつ魔,RT・いいね・愚痴チラ裏多めですがよろしくです アイコンはやーのー@ccc_star5 様より頂きました　アリシャス！,1318,1348,2014-09-06_08:43:17,False,http://pbs.twimg.com/profile_images/1616407535694786562/5CLUUYZk_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621248239608668160,2023-02-03_05:44:36,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,1581125449362837504,MtEfn,とけとけさん,成人済み（18↑）￤遅筆￤一次創作と二次創作どっちも描きます￤無断使用・無断転載・自作発言・AI学習禁止 ￤pixiv→ https://t.co/xFKV8zQYSg,66,114,2022-10-15_12:31:10,False,http://pbs.twimg.com/profile_images/1619405969477484544/XtrHJGye_normal.jpg,,https://t.co/suKdVQJvGI
1621248237469589505,2023-02-03_05:44:35,RT @Mizune_01_: 現在凍結祭り起きているらしく、公式さんのヘルプから異議申し立てできますので皆さんお気をつけくださいhttps://t.co/QSYiYPrdYE,0,8933,949147709801312258,landurchin37564,陸の雲丹,"前世紀の遺物　
ﾈｺの審判の日は近い",1010,309,2018-01-05_14:17:03,False,http://pbs.twimg.com/profile_images/1597757601390870528/Pz1SyPXM_normal.jpg,,
1621248236559409152,2023-02-03_05:44:35,凍結祭りが氷結祭りに見えて頭はてなになってた,0,0,1226068190901354497,m_i_r_a_b_o_,ミラボ@雑多垢,変な垢はフォロー来ても即ブロします/実はYouTubeにクソ編集で音ゲーの動画上げてるらしい,38,31,2020-02-08_18:00:21,False,http://pbs.twimg.com/profile_images/1504656092491616257/Zp7erq-F_normal.jpg,,https://t.co/MbkDqJ7VPz
1621248235145920512,2023-02-03_05:44:35,"え、ついにフォロワーさんが凍結祭りに参加しちゃってる…
Twitterくんなにしてんの？",0,0,826721923224657920,kashiwa407,槲(かしわ) @フラパ,"成人済み 25↑
企画垢(@kashipf927)

男装レイヤー
東リベ 、第五、FGO、グラブル、ツイステ、鬼滅、呪術、H×H、とうらぶ、etc… 
フォロワーはベリアルの名を覚えて帰ってくれ
こいつにはベリアル与えとけば喜ぶ",1544,715,2017-02-01_18:20:41,False,http://pbs.twimg.com/profile_images/1617434705519071232/mAr1pfz6_normal.jpg,,https://t.co/eOK2viu0Ye
1621248218184155136,2023-02-03_05:44:31,わしの発言かと思ったら凍結祭りらしい私怨失礼した😳,0,1,2328999504,doggyet,はこ,ポケ風花サモサバ,380,598,2014-02-06_00:56:58,False,http://pbs.twimg.com/profile_images/1604026233549094913/9xMziDDY_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/l3LkT6btdN
1621248212458962944,2023-02-03_05:44:29,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23732,1109002265346502657,1891yuuki_exe,1891yuuki - コピー.exe,"自作PC&オーディオにわか / 逸般の誤家庭判定 / 
黒い砂漠 / スプラ123 S+,X25,X26 パブロワイパー使い / 
Foobar2k関連配布リンク / https://t.co/NjmLSfBIik",384,382,2019-03-22_17:01:59,False,http://pbs.twimg.com/profile_images/1614105554515013633/tvzN4WgI_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/gPjOub1Fao
