ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621248321246621696,2023-02-03_05:44:55,"RT @hakuikoyori: とととととと凍結祭り！？？？？

まままま待って
こわいトレンドやめなああああああああ
こより、凍ってない！？？？
凍ってないよね？？？？？！！！！！

(デビューから10分で凍結され約2週間カチンコチンだった女) https://t.co/T…",0,846,137629524,snow1tree,すのー♪＠すのつりー,すのー♪とかすのつりーとか(^^)　https://t.co/lQqoTrfkVm  やってるゲーム：あつ森　PCマイクラ　PS4；GTA5、FF15、DQ11,1088,1059,2010-04-27_17:30:36,False,http://pbs.twimg.com/profile_images/542145194536091648/rq_r_6oN_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/JI91c4TD9c
1621248314867085312,2023-02-03_05:44:54,朝起きたらTwitterで凍結祭りしまくってるらしい,0,0,130215450,tasanm2,ゆんゆんちゃん＠,"A☆Happy lab.mem💙
ゆんゆんでちゅ。3兄弟のぱぱ。おでんの具は何が好きですか？",1546,867,2010-04-07_02:24:29,False,http://pbs.twimg.com/profile_images/1072235401790681088/AXHNd-AM_normal.jpg,http://abs.twimg.com/images/themes/theme3/bg.gif,https://t.co/y4v5IkiCI2
1621248299478159360,2023-02-03_05:44:50,"凍結祭りってなんなのよ
平和な頃のついったくんに戻ってください",1,0,552600191,kamotomisaki,やない,"成人済み
刀剣乱舞、信長と蘭丸、鈴木拡樹さんがたまらなく大好きです。酒クズ。双極。何でも呟きます。フォローも解除もお気軽に。
いいな！と思ったら無言フォロー＆無言フォロバさせていただきます。すいません。えっちなおねぇさんはブロックブロック！！",262,122,2012-04-13_19:52:34,False,http://pbs.twimg.com/profile_images/1400041489464401924/gyX9nxi7_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621248288912715778,2023-02-03_05:44:48,"凍結祭りみたいやな〜・・・エロ垢全部無くなりゃ良いけど（多分1人から芋蔓式に出る）
フォロワーさん2人されてる（理由は不明）
戻ってきたらまたフォローし直すけど。
まー日本法人何考えているのか分からんけどマスクもそうだけど日本法人社員も刃牙と勇次郎の家みたいにされそう。",0,0,1326467376737443840,otakkun_cos,おたっくん,"昭和生♂,💉×4済,たまにレイヤー,R団入団希望&key作品,まどマギ他色々like。呼びタメ👌,お別れはBせずにB解で。icon:@syou_syan ツイプロ:https://t.co/Thx8T60X3F",147,133,2020-11-11_19:11:00,False,http://pbs.twimg.com/profile_images/1326467521604546560/b8C7u9Ry_normal.jpg,,
1621248287067222016,2023-02-03_05:44:47,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23695,137629524,snow1tree,すのー♪＠すのつりー,すのー♪とかすのつりーとか(^^)　https://t.co/lQqoTrfkVm  やってるゲーム：あつ森　PCマイクラ　PS4；GTA5、FF15、DQ11,1088,1059,2010-04-27_17:30:36,False,http://pbs.twimg.com/profile_images/542145194536091648/rq_r_6oN_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/JI91c4TD9c
1621248281694334976,2023-02-03_05:44:46,最近スパムDM多くなった印象があったんだけど、凍結祭りもそれの影響で行われているものだったりするのかな,7,0,1510315831707652099,Emile_apple,🍎エーミール🦋,君を絶対に救う人類救済魔法少女エーミールです🍎🦋 教会暮らし、男です。ﾌｫﾛｰ外🔕 Razzプロダクション所属バーチャルライバー。Youtube準備中。 @Le_Salut_,145,715,2022-04-03_02:58:58,False,http://pbs.twimg.com/profile_images/1617784331539447810/ws_rcwwu_normal.jpg,,https://t.co/BIWdVMc1UL
1621248272156459008,2023-02-03_05:44:44,"凍結祭りなの！？
判定厳しすぎんか",0,0,119061241,irian_TB,いりあん,"成人済雑食気味夢女。
刀剣乱舞／型月作品／タイバニ／セキセイインコ／モルカー／ゼルダブレワイ／水星の魔女／グルメ
共通趣味のある方はお気軽に。
他自己紹介やpixiv作品へのURL等はツイフィにて",350,225,2010-03-03_00:10:49,False,http://pbs.twimg.com/profile_images/1447879887398719495/tFj-lzMX_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/wM0xbTOk6I
1621248267471421440,2023-02-03_05:44:42,"RT @kubomatsu: 凍結祭りについてとりあえずざっと調べた感じ
・マロや質問箱のツイート等ツイート文章が全く同じになる投稿を頻繁にしている=bot誤認
・フォローしてない人フォロワーじゃない人へDM送る
・自分の垢でのツイートを自分の別垢でRT
・電話番号承認していな…",0,23695,1067496270443368448,sushitenko,スシテンコ@俺一人取り残すSDGs,ただの匿名趣味アカウントです。本アカウントでは、仕事やネット活動に関する相談や依頼は原則受け付けておりません。,1909,2105,2018-11-28_04:11:58,False,http://pbs.twimg.com/profile_images/1603583021319589890/-_fl8zWs_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/jcA5GlAYBe
1621248263012892672,2023-02-03_05:44:41,1時間ごとにフォロワーがごそっと減ってるのはみなさん凍結祭りに巻き込まれているのでしょうか…。私もいつ巻き込まれるかと不穏なので、もしお知らせとかイラスト系見たくてフォローしてくださってる方はpixiv FANBOX、猫や動画写真系はInstagramの方をフォローしておいて頂けると嬉しいです😭,88,4,119444466,tennohji,天王寺ミオ,BL漫画家、2023年3月9日に「ビッチな猫は甘噛みにみだれる」発売決定！糖尿病のソルトとシニアに入った小麦、まだまだヤングなあんこの三猫のツイートもします。お仕事や問い合わせはこちらへtennohji_mio00@yahoo.co.jp,317,37265,2010-03-04_02:33:52,False,http://pbs.twimg.com/profile_images/1454789600481013760/hlYVeP4k_normal.jpg,http://abs.twimg.com/images/themes/theme13/bg.gif,https://t.co/lKTHSKl9lc
1621132845401145344,2023-02-02_22:06:04,"【かわいい】水槽の中に恵方巻き？ぎゅうぎゅうに詰まった""具材""は生きたアナゴ 八景島シーパラダイス
https://t.co/D10CdUaNhb

恵方巻きの代表的な具としても知られるアナゴは、狭いところが大好きで、穴があると潜り込まずにはいられない性分。アナゴたちは今年の恵方・南南東を向いているという。 https://t.co/7oaDrMgdfF",3046,951,17306975,livedoornews,ライブドアニュース,国内・海外のニュースや芸能情報、ネットで話題の小ネタまで、幅広いジャンルのニュースをいち早くお伝えします。 ■公式アプリhttps://t.co/nPtNDDszfC,98,1635965,2008-11-11_18:56:31,False,http://pbs.twimg.com/profile_images/1608670319614754816/Nu4Zd4ci_normal.png,http://abs.twimg.com/images/themes/theme4/bg.gif,https://t.co/wgqBLjY4vo
1621240951346982912,2023-02-03_05:15:38,"【恵方巻き意外にも】
節分には福豆や恵方巻きを食べたりしますが、それ以外にも食べると縁起が良いとされるものがあるそう。

また、焼いたイワシの頭を柊の枝に刺して門口にかかげたり、イワシの代わりにニンニクやネギを使う地方も。

奥が深い節分の風習をご紹介します。
https://t.co/GiprXmLf0v https://t.co/TyIvLJCqVU",1448,835,712914636203433984,wni_jp,ウェザーニュース,"気象情報会社ウェザーニューズ(WNI)公式アカウント　
▼テレビやスマホの天気予報、実は提供元によって違うとご存知ですか？ウェザーニュースは予報精度No1！熟練の気象予報士&AIが高精度な天気予報を最速でお届けします！　
▼お天気アプリ「ウェザーニュース」は台風や地震速報の通知など防災情報も充実（↓リンクから無料DL）",236,582961,2016-03-24_17:11:09,False,http://pbs.twimg.com/profile_images/1605340045442879488/q96-KnC-_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/iuL0eRmgSg
1621236785073500160,2023-02-03_04:59:05,"【2023年の恵方は南南東】
今日2月3日は節分。様々な定番行事がありますが、恵方巻を食べるのもそのひとつ。

食べ方には以下の作法があります。
・恵方を向いて丸かぶり
・食べている間は願い事をしながら始終無言
・1本完食する

恵方巻きの起源や意味などを伺いました。
https://t.co/aayFxndgOa https://t.co/jz6gG2Ehg0",1711,834,712914636203433984,wni_jp,ウェザーニュース,"気象情報会社ウェザーニューズ(WNI)公式アカウント　
▼テレビやスマホの天気予報、実は提供元によって違うとご存知ですか？ウェザーニュースは予報精度No1！熟練の気象予報士&AIが高精度な天気予報を最速でお届けします！　
▼お天気アプリ「ウェザーニュース」は台風や地震速報の通知など防災情報も充実（↓リンクから無料DL）",236,582961,2016-03-24_17:11:09,False,http://pbs.twimg.com/profile_images/1605340045442879488/q96-KnC-_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/iuL0eRmgSg
1621369148948496384,2023-02-03_13:45:03,"スーパーの弁当コーナーが全部恵方巻きだ～
普通の弁当食べたかった～",0,0,1002172603761487872,leofinaruchokot,CHACO,"猫好きおばさんのひとりごと/嵐/渋谷すばる/デトオジ/ゲーム配信見るのが好き/
思ったことを好きに呟きたい/フォロワーいませんが怪しい者ではありません(ФωФ)",67,5,2018-05-31_21:59:02,False,http://pbs.twimg.com/profile_images/1347204612114169857/slRYFNoH_normal.jpg,,
1621369147954434048,2023-02-03_13:45:03,だが、そもそも恵方巻きの歴史はそんな対して深くないというのも見たことがあって、どっちなんだろう,0,0,193290641,Sunmax0731,サンマくん,Unity / 3DCGモデリング / LiveStreamingサポート / ご依頼はDMから/避難アカウント：酒飲ムニエル（@SakenoMeuniere）,602,564,2010-09-21_22:26:00,False,http://pbs.twimg.com/profile_images/1593289068942856192/zIPUzf4K_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/gw8CARZsHA
1621369147593744384,2023-02-03_13:45:03,"RT @yosimofurou: 恵方巻き巻き
#漫画が読めるハッシュタグ　#犬漫画　#犬 https://t.co/RQtgUZmuBz",0,1429,981904756338704386,v_it48,銀猫^._.^,"超雑多な銀猫です just20 最近はふぁてに沼ってる青槍さんが最推し
⚠自分のイラスト使用する場合は一言お願いします⚠
 有償依頼やリクエスト等はフォローの上DMにて受け付けてます 依頼実績3件🐱
愛方❀(@akapon_sakura) 
my angel❁(@kanon_hoshizora) #銀根っ個展",347,251,2018-04-05_23:41:51,False,http://pbs.twimg.com/profile_images/1617355234220863490/aVXF_06b_normal.jpg,,https://t.co/jsMNpd1ohG
1621369147287543808,2023-02-03_13:45:02,@tadechan_ph お刺身、お魚コーナーも全て恵方巻きでした。僕たち何時から⁉️恵方巻き(囘)￣￣)ありましたっけ？……🤔,0,0,1005974423654940672,h4y1KQ8HhtzV0c0,やっちゃん🍋,"週末漁師。通常ポンコツOwner薬剤師💧
ソロソロ、Second Life考え㊥🤣",1571,1578,2018-06-11_09:46:07,False,http://pbs.twimg.com/profile_images/1609432074938880001/Srtk6inM_normal.jpg,,
1621369147165913089,2023-02-03_13:45:02,"@micromansunrise おはよう◡̈⃝❁*.ﾟ

朝走る公園？は、気持ちいいね💕
この節分の時だけ、方位磁石のアプリを使って恵方巻きの方角を調べてるよ。それ以外でこのアプリは活用されてなくて、可哀想な気もする…(笑)
我が家は恵方巻きは手作りだよー👺🫘",0,0,113217909,Duffy396,やしっち🍊🍀ずっと一生家族 ◡̈⃝︎⋆︎*,HOME MADE 家族.ミクロマンサンライズ!!!.永井真理子.SEAMO. RAYS. BRUNO MARS. DEAN FUJIOKA.THE BEAT GARDENが大好き〜ぃ☆!! 私の笑顔と元気の源(o^∀^o)です。最近は、真理子さんが好きすぎて…ライブで泣いてしまう私です。,816,253,2010-02-11_11:44:13,False,http://pbs.twimg.com/profile_images/939689933505052672/uAguo8xQ_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369146750681094,2023-02-03_13:45:02,"@TxnHjPZ5jCaMKh5 士郎さんお早うございます🐰🍅
有難うございます✨️
たろは恵方巻き食べないかなぁ😣✋
あんまり好きじゃないから違うの
たべよー( ᐢ｡&gt; ̫ &lt;｡ᐢ )♬
今日もよろしくお願いしますᕱ⑅ᕱ︎ ♡゛",0,0,1257846695309619201,taro_ecstasy,たろニムチュ。🐰🍅YouTubeみてね💞1000人目標！必ずフォロバします❕,YouTube【channelたろ】検索🔗︎︎ ふわっち配信者”Tiktok”Instagramもやってます 毎日更新 #たろ弁 #アイドル 💌🎁https://t.co/VPWJwkF4xA,18137,20506,2020-05-06_10:36:58,False,http://pbs.twimg.com/profile_images/1278293516704088064/HtKQmK25_normal.jpg,,https://t.co/hITLodDKOJ
1621369146280914944,2023-02-03_13:45:02,"@LuckYasuko 恵方巻き習慣は
全くしらない。
名古屋の子に聞いたら子供の時から当然やっていたらしい。
うち、なかったなぁ。
豆まきだけは盛大にやった。
翌朝すずめが喜んでた。",0,0,2570538222,knysymcha,めちゃあつあつ,すきなのは、俳優豊川悦司/映画がたくさん・歌うたい斉藤和義/ ライブがたくさん！！平日ネコサラリーマン  ツィートが混ざっちゃうの、すみません。,876,214,2014-06-16_17:53:02,False,http://pbs.twimg.com/profile_images/1552163569533300736/Fopv2yc6_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369145450450948,2023-02-03_13:45:02,僕の恵方巻き(意味深),0,0,265241032,P_Chiral,きらる・P,超雑垢。自己紹介は160文字以内という制限がありますが、僕はこの限られた文字数の中で自己紹介をするのは、とても得意です。たくさん知ってもらうために。できるだけ多く紹介していこうと思います。自分の名前や好きなものなど、あまりにもベタなことを言ったとこで面白くないと思うので普段言わないことを言います。エッチしたことはありま,5791,10053,2011-03-13_15:58:37,False,http://pbs.twimg.com/profile_images/1504655494417461248/6UBiSB4u_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/QPxkgG0ZiN
1621369145274281987,2023-02-03_13:45:02,RT @kaho_asakura: 恵方巻き食べたいんだけど何処にうってるの🥺❔,0,1,1486271391586394115,yappari_0422,やっぱりライブと猫が好き💕🌈,"アイドルグループ「 Princess  Garden  姫庭 」の紫色担当、如月このみちゃんを推しています☆彡 特に、彼女の感覚や価値観、考え方が好きです。アニメと鉄道も ( 少しだけ, 笑 ) 興味があります。好きなキャラクターはシナモロール(シナモン)とキティちゃんです。",90,1926,2022-01-26_18:35:29,False,http://pbs.twimg.com/profile_images/1487265530364895232/lqrMx3zy_normal.jpg,,
